subject,RT,minnms,baselinenms,minretinalslip,baselineretinalslip,immobduration,immobmsamplitude,lastmstime,lastmsamplitude,contrast,eccentricity,mspresent,earlymspresent,latemspresent,blinkpresent,nblinks,session,trial
4,8.672,0,6,NaN,21.2291666666667,NaN,NaN,0.065,0.105144869085573,1,2,1,1,1,0,0,3,43
4,6.807,0,6,NaN,21.7075471698113,1.147,0.0839895807671353,1.147,0.0839895807671353,1,2,1,0,1,0,0,3,44
4,7.809,1.42857142857143,6,NaN,22.1782945736434,0.619,0.093932229971641,0.619,0.093932229971641,1,2,1,1,1,0,0,3,47
4,8.295,0,7,NaN,22.3037037037037,1.24,0.192961664583614,1.24,0.192961664583614,1,2,1,0,1,0,0,3,48
4,2.042,0,0,NaN,21.5714285714286,NaN,NaN,NaN,NaN,1,2,0,0,0,0,0,3,49
4,5.576,0,6,NaN,22.4125,0.959,0.116294009356527,0.959,0.116294009356527,1,2,1,0,1,0,0,3,50
5,13.252,0,0,NaN,11.1525423728814,NaN,NaN,NaN,NaN,1,2,0,0,0,1,1,1,1
5,14.037,0,8,NaN,11.1493212669683,4.428,0.332625339864644,4.428,0.332625339864644,1,2,1,0,1,1,2,1,2
5,10.052,0,0,NaN,11.8771929824561,NaN,NaN,NaN,NaN,1,2,0,0,0,1,1,1,5
5,4.753,0,0,NaN,12.0657894736842,NaN,NaN,NaN,NaN,1,2,0,0,0,0,0,1,6
5,11.319,0,5,NaN,11.3295454545455,3.697,0.469670414450474,3.697,0.469670414450474,1,2,1,0,1,1,2,1,7
5,14.456,0,4,NaN,11.4435146443515,4.742,0.341169540870663,4.742,0.341169540870663,1,2,1,0,1,1,2,1,8
5,8.541,0,2,NaN,10.7753623188406,4.221,0.0594619224404978,4.221,0.0594619224404978,1,2,1,1,1,1,1,1,9
5,11.633,0,11,NaN,11.6909090909091,1.238,0.155302898884759,1.238,0.155302898884759,1,2,1,1,1,1,2,1,10
5,8.023,0,2,NaN,11.8650793650794,2.941,0.174818560339573,2.941,0.174818560339573,1,2,1,0,1,1,1,1,14
5,12.973,0,6,NaN,11.645,3.425,0.77608565016833,3.425,0.77608565016833,1,2,1,0,1,1,2,1,15
5,9.005,0,2,NaN,11.5972222222222,8.004,0.506086190603614,8.004,0.506086190603614,1,2,1,0,1,1,1,1,16
5,6.605,0,9,NaN,11.5365853658537,NaN,NaN,0.014,0.792000956626689,1,2,1,1,1,1,1,1,18
5,10.25,0,4,NaN,12.5974025974026,1.601,1.03651353133276,1.601,1.03651353133276,1,2,1,0,1,1,2,1,19
5,4.401,0,5,NaN,13.2857142857143,1.067,0.2184821804385,1.067,0.2184821804385,1,2,1,1,1,1,1,1,20
5,9.748,0,4,NaN,12.7391304347826,1.717,0.259298028224601,1.717,0.259298028224601,1,2,1,0,1,1,2,1,21
5,13.536,0,17,NaN,11.9090909090909,1.735,0.189431636326772,1.735,0.189431636326772,1,2,1,0,1,1,3,1,22
5,3.508,0,0,NaN,12.1372549019608,NaN,NaN,NaN,NaN,1,2,0,0,0,0,0,1,24
5,9.433,0,4,NaN,11.205298013245,2.105,0.260503293307215,2.105,0.260503293307215,1,2,1,0,1,1,1,1,25
5,6.671,0,4,NaN,11.6526315789474,1.742,0.249703956092074,1.742,0.249703956092074,1,2,1,0,1,1,1,1,26
5,11.118,0,6,NaN,11.4457831325301,3.362,0.0517798438395737,3.362,0.0517798438395737,1,2,1,0,1,1,2,1,28
5,7.657,0,11,NaN,12.8811881188119,2.541,0.259932401034168,2.541,0.259932401034168,1,2,1,1,1,1,1,1,30
5,6.205,0,8,NaN,13.1052631578947,1.594,0.303741780463787,1.594,0.303741780463787,1,2,1,0,1,1,1,1,31
5,4.641,0,15,NaN,13.2162162162162,1.397,0.360140037784791,1.397,0.360140037784791,1,2,1,0,1,0,0,1,33
5,6.24,0,7,NaN,11.8717948717949,1.757,0.157346627255705,1.757,0.157346627255705,1,2,1,0,1,1,1,1,34
5,7.635,0,16,NaN,11.6057692307692,2.216,0.738956397809001,2.216,0.738956397809001,1,2,1,1,1,0,0,1,35
5,13.282,1.42857142857143,24,NaN,12.9556962025316,NaN,NaN,0.169,0.517241342445809,1,2,1,1,1,1,3,1,36
5,5.241,0,2,NaN,11.9746835443038,3.012,0.506559906730977,3.012,0.506559906730977,1,2,1,0,1,0,0,1,38
5,7.536,0,9,NaN,13.1,1.439,0.448709238949001,1.439,0.448709238949001,1,2,1,0,1,1,1,1,39
5,6.639,0,6,NaN,12.5824175824176,2.138,0.0887411726546652,2.138,0.0887411726546652,1,2,1,0,1,1,1,1,40
5,5.637,0,2,NaN,12.974025974026,1.768,0.384171840219947,1.768,0.384171840219947,1,2,1,0,1,1,1,1,42
5,8.618,0,27,NaN,16.1,1.284,0.265860722760134,1.284,0.265860722760134,1,2,1,1,1,1,2,1,43
5,4.775,0,1,NaN,12.4594594594595,2.483,0.0649772129226769,2.483,0.0649772129226769,1,2,1,0,1,0,0,1,44
5,17.286,0,35,NaN,11.9851485148515,1.87,0.560235029616261,1.87,0.560235029616261,1,2,1,1,1,1,4,1,46
5,10.169,2.85714285714286,9,NaN,11.1417910447761,NaN,NaN,0.259,0.997308756305671,1,2,1,0,1,1,2,1,47
5,11.833,0,14,NaN,11.5629139072848,2.067,0.648106393441922,2.067,0.648106393441922,1,2,1,0,1,1,2,1,48
5,9.1,0,4,NaN,11.3617021276596,1.669,0.785301917713498,1.669,0.785301917713498,1,2,1,0,1,1,1,1,49
5,7.801,0,2,NaN,11.974358974359,3.99,0.310377771452375,3.99,0.310377771452375,1,2,1,0,1,1,1,1,50
6,6.154,0,3,NaN,14.9393939393939,1.539,0.222657571733531,1.539,0.222657571733531,1,2,1,1,1,0,0,3,1
6,3.553,0,0,NaN,16.8627450980392,NaN,NaN,NaN,NaN,1,2,0,0,0,0,0,3,2
6,3.959,0,1,NaN,17.1666666666667,3.474,0.0687686916030719,3.474,0.0687686916030719,1,2,1,1,0,0,0,3,3
6,4.755,0,1,NaN,16.6933333333333,4.247,0.11362895268926,4.247,0.11362895268926,1,2,1,1,1,0,0,3,4
