subject,trialtype,block,ignore,trial,pressed,FT,medianfixdist,meanfixdist,maxfixdist,eccentricity,naignore,contrast
201,1,2,1,47,1,4.56090579999727,0,0.139135356337482,0.728426991338773,6,270,1
201,3,2,1,48,1,6.35599210000146,0,0.154774331918592,0.571762424688908,6,270,1
201,1,2,1,49,1,4.43916409999656,0,0.141539325872656,0.829821161613714,6,270,1
201,1,2,1,50,1,2.47548860000097,0,0.0615016393726034,0.568067234171077,6,270,1
201,1,3,2,1,1,14.6583809000003,0.324258460676704,0.277656170779488,0.614667131334451,2,270,2
201,3,3,2,2,1,11.5092371000028,0.266431759617613,0.199380391674422,0.574785005355037,2,270,2
201,1,3,2,3,1,11.1887268999999,0.325620971512548,0.253616092655728,0.752543939937377,2,270,2
201,3,3,2,4,1,7.20498399999997,0,0.165958313894047,0.562939810958497,2,270,2
201,1,3,2,5,1,6.05705239999952,0,0.115622181610679,0.723985869448281,2,270,2
201,1,3,2,6,1,7.57740850000118,0,0.205773318236748,0.835315883512655,2,270,2
201,1,3,2,7,1,6.21014990000185,0,0.0997932429950522,0.532957742102019,2,270,2
201,1,3,2,8,1,7.25977299999795,0,0.152933951485539,0.6164676071673,2,270,2
201,1,3,2,9,1,5.9807996999989,0,0.0825243089592635,0.489767533002112,2,270,2
201,1,3,2,10,1,8.1128690000005,0,0.115934575129341,0.513662836857139,2,270,2
201,1,3,2,11,1,8.14844240000093,0,0.210553748293089,0.670435795828763,2,270,2
201,1,3,2,12,1,6.72758590000012,0,0.157545433087132,0.53971477449826,2,270,2
201,1,3,2,13,1,5.96447239999907,0,0.140816591546536,0.621246014347543,2,270,2
201,1,3,2,14,1,8.99201499999981,0,0.384662238524982,1.03280954914661,2,270,2
201,1,3,2,15,1,8.68995629999699,0,0.328963618714641,0.892171642429838,2,270,2
201,1,3,2,16,1,8.22150060000058,0,0.248520245225638,1.06643856709923,2,270,2
201,2,3,2,17,1,6.12331139999878,0,0.189551982484628,0.854419840568806,2,270,2
201,3,3,2,18,1,8.45443030000024,0,0.198590173569838,0.738926568979931,2,270,2
201,1,3,2,19,1,8.46256380000341,0,0.251101109341918,0.799079943854161,2,270,2
201,1,3,2,20,1,9.07004620000225,0,0.203852052942535,0.78727152565975,2,270,2
201,1,3,2,21,1,6.79045450000194,0,0.189230226474917,0.832709138613559,2,270,2
201,2,3,2,22,1,5.52920249999806,0,0.165468140332439,0.652039569734062,2,270,2
201,1,3,2,23,1,5.76399229999879,0,0.177252897246693,0.723811788307577,2,270,2
201,1,3,2,24,1,6.97721879999881,0,0.129049126909793,0.5233090037129,2,270,2
201,1,3,2,25,1,8.61079760000212,0,0.237570161160611,0.803170729026291,2,270,2
201,1,3,2,26,1,8.71315719999984,0,0.19181088872564,0.890633041496829,2,270,2
201,3,3,2,27,1,9.69022130000303,0.109319859307622,0.144380952190258,0.501956873293206,2,270,2
201,1,3,2,28,1,9.64284740000221,0.370339721058908,0.260563978942014,0.870125126039353,2,270,2
201,1,3,2,29,1,5.78847590000078,0,0.226296516250257,0.873405686032689,2,270,2
201,1,3,2,30,1,6.81081780000022,0,0.181744586491388,0.638752639467294,2,270,2
201,1,3,2,31,1,8.4749206000015,0,0.243503528615294,0.965021050422489,2,270,2
201,1,3,2,32,1,7.69980159999977,0,0.179025989053649,0.68525532093873,2,270,2
201,1,3,2,33,1,8.2103339000023,0,0.269036395324666,0.91753859053599,2,270,2
201,1,3,2,34,1,13.1439867999979,1.28682618982966,1.00028276598602,1.83603703741301,2,270,2
201,1,3,2,35,1,5.03909249999924,0,0.246380695230874,1.21602787856036,2,270,2
201,2,3,2,36,1,5.69486539999707,0,0.178748256009177,0.846045339352132,2,270,2
201,1,3,2,37,1,7.61206350000066,0,0.122012083742051,0.496025708874616,2,270,2
201,1,3,2,38,1,6.02997520000281,0,0.0789953471653023,0.437463728177103,2,270,2
201,1,3,2,39,1,6.57291590000023,0,0.14171647116614,0.676260660569226,2,270,2
201,1,3,2,40,1,6.39261320000151,0,0.19235431196499,0.733404924510835,2,270,2
201,3,3,2,41,1,6.09422240000276,0,0.141265336799083,0.82640567860958,2,270,2
201,1,3,2,42,1,8.04134939999858,0,0.315169278747924,1.13555105721412,2,270,2
201,1,3,2,43,1,8.20357589999912,0,0.251442375999475,0.750297886565583,2,270,2
201,1,3,2,44,1,7.24976820000302,0,0.328414473962822,1.15374419340184,2,270,2
201,1,3,2,45,1,10.0932334999998,0.115615694930592,0.145886022590383,0.49683424618602,2,270,2
201,2,3,2,46,1,6.25973590000285,0,0.10099707962044,0.458378102073726,2,270,2
201,2,3,2,47,1,4.2100731999999,0,0.108574382157582,0.54549054497718,2,270,2
201,1,3,2,48,1,6.99806529999842,0,0.389790168762115,1.58576894542464,2,270,2
201,1,3,2,49,1,6.36004559999856,0,0.161436593578141,0.668807598842555,2,270,2
201,1,3,2,50,1,5.31151209999734,0,0.154000695218123,0.667483402007547,2,270,2
201,1,4,1,1,1,4.86290360000203,0,0.0913750083438601,0.605499976587881,2,270,1
201,1,4,1,2,1,5.19511359999888,0,0.0849908258610015,0.544334701343816,2,270,1
201,1,4,1,3,1,5.83383480000339,0,0.132053360197312,0.654895224063981,2,270,1
201,2,4,1,4,1,5.87417110000024,0,0.10435027290132,0.48738644167033,2,270,1
201,1,4,1,5,1,6.51295480000044,0,1.39687674534229,496.723564666192,2,270,1
201,3,4,1,6,1,6.34436339999957,0,0.130653162721971,0.667547121959074,2,270,1
201,1,4,1,7,1,6.07607350000035,0,0.16830446870285,0.694815150014485,2,270,1
201,3,4,1,8,1,6.85806700000103,0,0.155930635780788,0.577690827096001,2,270,1
201,3,4,1,9,1,3.5745926999989,0,0.0975405457483058,0.682278541474865,2,270,1
201,2,4,1,10,1,3.87893600000098,0,0.108546732676254,0.695851031732076,2,270,1
201,1,4,1,11,1,5.04811100000006,0,0.105688901384932,0.521732190915029,2,270,1
201,1,4,1,12,1,3.54539629999999,0,0.0953473162396279,0.662252879095055,2,270,1
201,1,4,1,13,1,5.86498660000143,0,0.104138272154574,0.589890790978464,2,270,1
201,3,4,1,14,1,7.02307559999826,0,0.115506033978444,0.458376510759626,2,270,1
201,1,4,1,15,1,5.79081329999826,0,0.190085777064612,0.864195480349117,2,270,1
201,1,4,1,16,1,5.14623729999948,0,0.119875061472016,0.519791517684932,2,270,1
201,1,4,1,17,1,6.02808949999962,0,0.191241247919302,0.89995073877007,2,270,1
201,2,4,1,18,1,5.25909359999787,0,0.112440918865741,0.561872757646379,2,270,1
201,1,4,1,19,1,3.2414675,0,0.0909073292621667,0.610461061303458,2,270,1
201,1,4,1,20,1,2.65921300000264,0,0.0788567763950765,0.63656985067231,2,270,1
201,3,4,1,21,1,3.9515825999988,0,0.0668490962526791,0.534792953863348,2,270,1
201,1,4,1,22,1,4.74063119999846,0,0.0907300993317415,0.557500229934837,2,270,1
201,1,4,1,23,1,4.34980189999987,0,0.105757425907679,0.542964379810361,2,270,1
201,1,4,1,24,1,3.70940310000151,0,0.113871908595454,1.14534648440204,2,270,1
201,1,4,1,25,1,2.94661519999863,0,0.0606519036752906,0.491569036299765,2,270,1
201,1,4,1,26,1,3.28027479999946,0,0.0941613439963268,0.632005600818488,2,270,1
201,1,4,1,27,1,4.72985359999802,0,0.147822368426,1.02345598660512,2,270,1
201,1,4,1,28,1,4.77474079999956,0,0.137577529061573,0.715882371705599,2,270,1
201,1,4,1,29,1,4.64521920000334,0,0.122259911995203,0.628938672490553,2,270,1
201,1,4,1,30,1,3.9616446,0,0.112951189122382,0.986849243628648,2,270,1
201,1,4,1,31,1,3.56685629999993,0,0.227285279904972,1.39541456487625,2,270,1
201,1,4,1,32,1,5.62291420000111,0,0.230426125690218,0.898213664635488,2,270,1
201,1,4,1,33,1,5.47646860000168,0,0.187633266798161,0.848897107830719,2,270,1
201,1,4,1,34,1,3.3654674999998,0,0.121495754532322,0.781970271889198,2,270,1
201,1,4,1,35,1,4.14541330000065,0,0.215264585686046,1.17694490660671,2,270,1
201,1,4,1,36,1,8.08046410000316,0,0.318433865105796,0.968524137498593,2,270,1
201,1,4,1,37,1,6.15840770000068,0,0.216396238674088,0.794601248997108,2,270,1
201,1,4,1,38,1,4.38161450000189,0,0.153470055440882,0.943769071115097,2,270,1
201,2,4,1,39,1,4.21318269999756,0,0.198705420462865,1.00268847468354,2,270,1
201,1,4,1,40,1,3.84732770000119,0,0.199789113474243,1.15168847755552,2,270,1
201,1,4,1,41,1,4.32885540000279,0,0.0774404553349505,0.537777529353855,2,270,1
201,1,4,1,42,1,3.04740509999829,0,0.0288014032447786,0.27913168115511,2,270,1
201,1,4,1,43,1,3.52602499999921,0,0.101696871499239,1.00009463518551,2,270,1
201,1,4,1,44,1,4.96448759999839,0,0.107622701350632,0.581098010521776,2,270,1
201,1,4,1,45,1,6.4392345999986,0,0.334930041467013,1.23140918155371,2,270,1
201,1,4,1,46,1,3.3583366999992,0,0.12147250856044,0.793103360958854,2,270,1
201,1,4,1,47,1,4.74109969999699,0,0.210313558637518,0.887114965881269,2,270,1
201,1,4,1,48,1,5.74204989999998,0,0.310612626205371,1.28117020270082,2,270,1
201,2,4,1,49,1,3.9825826999986,0,0.225411639156314,1.14926974956527,2,270,1
201,1,4,1,50,1,5.32575319999887,0,0.271829388257176,1.12627657327015,2,270,1
201,1,5,3,1,1,10.3138500999994,0.205578965633495,0.160839141359276,0.452089664924873,2,270,3
201,1,5,3,2,1,10.8478510000023,0.111488861014561,0.119385656110087,0.492173796408863,2,270,3
201,1,5,3,3,1,8.94409140000062,0,0.153395791514446,0.597226244682618,2,270,3
201,1,5,3,4,1,10.1437877000026,0.149211060155346,0.142228887562962,0.557836309320568,2,270,3
201,2,5,3,5,1,6.2678496999979,0,0.0745154646411144,0.386074390983745,2,270,3
201,1,5,3,6,1,8.16482039999755,0,0.183104218442941,8.88025585659681,2,270,3
201,1,5,3,7,1,7.31220259999827,0,0.123527317289708,0.552310322957116,2,270,3
201,1,5,3,8,1,9.24967829999878,0.0397915965282381,0.12123022398076,0.532552265209753,2,270,3
201,1,5,3,9,1,12.040228599999,0.299179860785823,0.214828402326489,0.47286182055808,2,270,3
201,1,5,3,10,1,9.15611929999795,0,0.117362716160496,0.398995395030551,2,270,3
201,1,5,3,11,1,5.00796759999866,0,0.0832400848969239,0.38339159568907,2,270,3
201,1,5,3,12,1,12.624610400002,0.126895389527819,0.125548172166128,0.559993185627285,2,270,3
201,1,5,3,13,1,13.3272733999984,0.135630370642623,0.12723838200214,1.05672875366265,2,270,3
201,1,5,3,14,1,10.0437213999976,0.32118458686963,1.08450066248731,498.524199868706,2,270,3
201,2,5,3,15,1,5.72534040000028,0,0.0936030169554556,0.510380812865479,2,270,3
201,1,5,3,16,1,7.37876179999876,0,0.139482325391669,0.680223146935894,2,270,3
201,1,5,3,17,1,11.9824223000032,0.18485305186032,0.172175312926394,0.488156377638467,2,270,3
201,1,5,3,18,1,4.61617900000056,0,0.141576134697636,0.734969095209364,2,270,3
201,1,5,3,19,1,6.9488953,0,0.173053747388772,0.645697247177558,2,270,3
201,1,5,3,20,1,7.96289949999846,0,0.19215208641245,0.708869826951036,2,270,3
201,1,5,3,21,1,11.5969471999997,0.34352421678369,0.255085042261061,0.744877854560088,2,270,3
201,1,5,3,22,1,7.97803079999721,0,0.1933625613459,0.641098075294563,2,270,3
201,1,5,3,23,1,7.99858369999856,0,0.0885921325190333,0.443604906618605,2,270,3
201,1,5,3,24,1,8.34656750000067,0,0.24325271598618,1.0717511112284,2,270,3
201,3,5,3,25,1,10.0434499000003,0.0640468791965562,0.0804262275735358,0.384024186178948,2,270,3
201,1,5,3,26,1,10.0996596000005,0.0812404839994659,0.10254429857159,0.329902710200141,2,270,3
201,2,5,3,27,1,7.29680350000126,0,0.0479242706802563,0.970446432639033,2,270,3
201,3,5,3,28,1,10.6990165999996,0.417534240370315,0.446253886015663,5.4956480227134,2,270,3
201,1,5,3,29,1,7.42506510000021,0,0.32218969254692,1.22490257988912,2,270,3
201,1,5,3,30,1,11.2894531999991,0.194075866171553,1.0547123853376,498.142641875493,2,270,3
201,1,5,3,31,1,6.24063929999829,0,0.132596274272561,0.639170692122836,2,270,3
201,1,5,3,32,1,6.49551190000057,0,0.101790808240402,0.471272757031519,2,270,3
201,2,5,3,33,1,5.21044439999969,0,0.0492017348858759,0.290542670398615,2,270,3
201,1,5,3,34,1,7.15629629999967,0,0.125473388882514,0.78477196993747,2,270,3
201,1,5,3,35,1,8.27860910000163,0,0.192642763194617,0.688750036634014,2,270,3
201,3,5,3,36,1,16.9423551,0.134533287391909,0.139058920597553,0.41481731034005,2,270,3
201,1,5,3,37,1,15.1257813000011,0.440643348474514,0.440071991684717,0.996978921289848,2,270,3
201,1,5,3,38,1,9.04851229999986,0,0.198349742947427,0.658114969845358,2,270,3
201,1,5,3,39,1,8.14589580000029,0,0.184443355851465,0.668178233143587,2,270,3
201,1,5,3,40,1,5.93142830000215,0,0.235144608967824,1.03086989869004,2,270,3
201,1,5,3,41,1,4.89238860000114,0,0.145587540542335,0.682248616727536,2,270,3
201,2,5,3,42,1,6.28048980000312,0,0.107955261301428,0.610262344156881,2,270,3
201,3,5,3,43,1,11.2121184999996,0.099099655879611,0.103114015119423,0.349355372585419,2,270,3
201,1,5,3,44,1,5.14156430000003,0,0.0985448340425981,0.468402384852207,2,270,3
201,1,5,3,45,1,11.8461897000016,0.426154543029911,0.316570678747567,0.757649802006242,2,270,3
201,1,5,3,46,1,11.8562418000001,0.465979259845876,0.330285060345017,1.67713513066985,2,270,3
201,1,5,3,47,1,4.64806450000106,0,0.226063388318087,1.23556446460162,2,270,3
201,1,5,3,48,1,7.32892060000086,0,0.18231958596568,0.710736941351899,2,270,3
201,1,5,3,49,1,7.94377030000032,0,0.167291126828768,0.685321782473326,2,270,3
201,3,5,3,50,1,11.3898992000031,0.379856261603924,0.268214831842318,0.684926573037157,2,270,3
201,1,6,3,1,1,7.43947919999846,0,0.167614212856988,0.663511006226185,6,270,3
201,1,6,3,2,1,5.64407569999821,0,0.0908165438233734,0.438369361529165,6,270,3
201,1,6,3,3,1,5.8239431999973,0,0.0832247343210678,0.428316579037415,6,270,3
201,1,6,3,4,1,6.78342630000043,0,0.0927075780219629,0.526792935395858,6,270,3
201,1,6,3,5,1,4.28315849999854,0,0.0939049913855469,0.573570564509261,6,270,3
201,1,6,3,6,1,5.83073330000116,0,0.118487205678383,13.9553519123714,6,270,3
201,1,6,3,7,1,6.10332209999979,0,0.0894072449121609,0.450406349853718,6,270,3
201,1,6,3,8,1,9.82543040000019,0.0636416040185507,0.104871048735163,0.433175293302201,6,270,3
201,1,6,3,9,1,8.46017310000025,0,0.0850724754148803,0.41234878388954,6,270,3
201,2,6,3,10,1,6.14670820000174,0,0.0527744555578644,0.32740332500834,6,270,3
201,1,6,3,11,1,10.026949199997,0.0675585217321994,0.0848087671231548,0.341629696533093,6,270,3
201,1,6,3,12,1,8.01334889999998,0,0.0812054578822492,0.46656899001462,6,270,3
201,1,6,3,13,1,7.35575690000042,0,0.0883351586910836,0.478845466275917,6,270,3
201,3,6,3,14,1,5.69549700000061,0,0.116530246637625,0.84454579019478,6,270,3
201,1,6,3,15,1,5.89478840000083,0,0.184088360067238,0.834122352874837,6,270,3
201,2,6,3,16,1,5.03288969999994,0,0.0892771153431257,0.590940755437301,6,270,3
201,1,6,3,17,1,7.47133559999929,0,0.151389896907448,0.589634446357145,6,270,3
201,1,6,3,18,1,8.89740150000216,0,0.083925562554558,0.45752188938042,6,270,3
201,1,6,3,19,1,7.49492520000058,0,0.176065585774392,0.856322412374647,6,270,3
201,1,6,3,20,1,8.59879260000162,0,0.164979552446251,0.614061163120791,6,270,3
201,1,6,3,21,1,8.09691989999919,0,0.304350298969097,1.01022367728281,6,270,3
201,1,6,3,22,1,10.6897508000002,0.330379639559684,0.311069835338369,0.809760570909421,6,270,3
201,1,6,3,23,1,9.57644919999802,0.191049626165732,0.189516958885538,0.624238465775909,6,270,3
201,1,6,3,24,1,9.67675459999737,0.0828279471809848,0.111661504458695,0.794811959810438,6,270,3
201,1,6,3,25,1,9.28918269999849,0.0122000498789695,0.105517568396541,0.727436090675373,6,270,3
201,2,6,3,26,1,6.77892070000235,0,0.0872534037451615,0.403031460290311,6,270,3
201,1,6,3,27,1,4.7678799000023,0,0.0540201781068363,0.424848845714113,6,270,3
201,1,6,3,28,1,3.33147670000108,0,0.0625362507777816,0.412708487004694,6,270,3
201,1,6,3,29,1,3.07718329999989,0,0.0543006453957658,0.375649764296357,6,270,3
201,1,6,3,30,1,6.28699480000068,0,0.143624380322403,0.706665249647629,6,270,3
201,1,6,3,31,1,6.49188920000233,0,0.169474289810683,0.725278074571874,6,270,3
201,1,6,3,32,1,6.40056019999975,0,0.139989686511031,0.742944159788757,6,270,3
201,1,6,3,33,1,8.09704459999921,0,0.180053499742813,0.975695067590128,6,270,3
201,1,6,3,34,1,5.86494919999677,0,0.131620709386322,0.696334607923452,6,270,3
201,3,6,3,35,1,8.92405909999798,0,0.0991310261285605,0.416088735611512,6,270,3
201,1,6,3,36,1,7.06461549999949,0,0.0651214145903479,0.494316140431683,6,270,3
201,1,6,3,37,1,6.57433169999786,0,0.0937337480924701,0.585806653773536,6,270,3
201,1,6,3,38,1,9.01095980000173,0,0.098011865974425,0.442594756832172,6,270,3
201,2,6,3,39,1,5.62699209999846,0,0.124283124707437,0.804117091585532,6,270,3
201,3,6,3,40,1,9.03065799999968,0,0.141100390400911,0.527277032152978,6,270,3
201,3,6,3,41,1,5.99714369999856,0,0.135022132501751,0.523297013093374,6,270,3
201,1,6,3,42,1,5.94524010000168,0,0.11863738559178,0.808692362937807,6,270,3
201,2,6,3,43,1,5.21218399999998,0,0.223232741634133,1.19315208246297,6,270,3
201,1,6,3,44,1,6.99786700000186,0,0.282733452531691,1.13185617933751,6,270,3
201,1,6,3,45,1,5.31198669999867,0,0.0976175397837986,0.484359145572605,6,270,3
201,1,6,3,46,1,6.36197309999989,0,0.177444880212731,0.627412979032993,6,270,3
201,3,6,3,47,1,8.95105429999967,0,0.151546587684881,0.521313186117993,6,270,3
201,1,6,3,48,1,7.34469119999994,0,0.258055907335408,16.8289859176938,6,270,3
201,1,6,3,49,1,5.54610769999999,0,0.0677281528151015,0.375484159654933,6,270,3
201,1,6,3,50,1,6.17817959999957,0,0.0524542753722845,0.363644037808817,6,270,3
201,2,7,3,1,1,6.7388288998045,0,0.14302437102453,0.633788287514304,4,270,3
201,3,7,3,2,1,11.6697589000687,0.224874788389926,0.204606564251852,0.607660803623278,4,270,3
201,1,7,3,3,1,8.31777029996738,0,0.203608036601704,0.766589598067881,4,270,3
201,1,7,3,4,1,9.62229600036517,0,0.207841626664694,0.715925605481693,4,270,3
201,1,7,3,5,1,12.7976627000608,0.264627338111037,1.13372347225947,500.500244827237,4,270,3
