subject,RT,retinalslip,contrast,eccentricity
4,5.576,1.46140814070999,1,2
5,13.252,0.770813970829909,1,2
5,14.037,0.844211019525364,1,2
5,10.052,0.811657156464415,1,2
5,4.753,0.816017335862044,1,2
5,11.319,0.835722916037363,1,2
5,14.456,0.855386861004614,1,2
5,8.541,0.759374050075525,1,2
5,11.633,0.955647200273299,1,2
5,8.023,0.862174687289306,1,2
5,12.973,0.855513430648388,1,2
5,9.005,0.811913203982601,1,2
5,6.605,1.06947918163595,1,2
5,10.25,0.924734572607827,1,2
5,4.401,1.08728557169905,1,2
5,9.748,0.891386444745752,1,2
5,13.536,1.00487908613245,1,2
5,3.508,0.882649058204668,1,2
5,9.433,0.855909406034867,1,2
5,6.671,0.81089196392054,1,2
5,11.118,0.881028379776117,1,2
5,7.657,1.16961060586345,1,2
5,6.205,1.07426600066506,1,2
5,4.641,1.37694852323277,1,2
5,6.24,1.08235457137388,1,2
5,7.635,1.095195718054,1,2
5,13.282,1.10944326025697,1,2
5,5.241,0.912939488773544,1,2
5,7.536,1.04050047825244,1,2
5,6.639,1.01668261249781,1,2
5,5.637,0.942464236062114,1,2
5,8.618,1.48845766958217,1,2
5,4.775,0.899212161860994,1,2
5,17.286,1.14899062371328,1,2
5,10.169,0.864375351117289,1,2
5,11.833,1.02829082597868,1,2
5,9.1,0.845216333997106,1,2
5,7.801,0.873123262121962,1,2
6,6.154,1.11621016580495,1,2
6,3.553,1.22473659585226,1,2
6,3.959,1.28616210468224,1,2
6,4.755,1.18875856744594,1,2
6,8.485,1.25644098198279,1,2
6,7.774,1.31138283795921,1,2
6,4.317,1.28741996493132,1,2
6,4.702,1.30378869896208,1,2
6,5.152,1.39729539583748,1,2
6,3.258,1.3742123221177,1,2
6,3.288,1.47868460391612,1,2
6,2.908,1.04874098266877,1,2
6,3.468,1.45210289907983,1,2
6,2.987,1.30188535779571,1,2
6,3.907,1.50242830432485,1,2
6,3.753,1.51886625076167,1,2
6,7.969,1.54554998517172,1,2
6,5.77,1.48821923198116,1,2
6,6.487,1.59119321508365,1,2
6,3.538,1.56019594465994,1,2
6,4.79,1.48451094270872,1,2
6,3.24,1.56708422697632,1,2
6,6.257,1.67924343251911,1,2
6,4.652,1.63419843711294,1,2
6,4.256,1.53881851678152,1,2
6,3.237,1.57311147400315,1,2
6,3.172,1.5395310977108,1,2
6,3.27,1.84835575489515,1,2
6,3.531,1.6738526028802,1,2
6,3.151,1.6428553324565,1,2
6,4.603,1.75191980246584,1,2
6,3.542,1.38867771498209,1,2
6,2.957,1.39832131022503,1,2
6,3.639,1.42393711008906,1,2
6,3.169,1.46720413338882,1,2
6,2.942,1.35010333401037,1,2
6,2.955,1.42243029833235,1,2
7,3.084,0.911365709161635,1,2
7,3.003,0.942792112925829,1,2
7,3.736,0.872955660116508,1,2
7,3.708,0.899144329920004,1,2
7,3.14,0.92034468166569,1,2
7,4.042,0.99307435894854,1,2
7,3.683,1.11841025160809,1,2
7,3.673,0.947413642891152,1,2
7,2.907,0.982075117631072,1,2
7,2.922,1.13920713645204,1,2
7,3.487,0.960922730482095,1,2
7,4.169,1.02717782673709,1,2
7,2.925,2.12128225408312,1,2
7,3.652,0.998250472509701,1,2
7,3.103,0.929697778024082,1,2
8,11.668,1.05195391455272,1,2
8,11.402,0.998843622448965,1,2
8,9.946,1.15920469267253,1,2
8,11.401,0.876853745742704,1,2
8,13.088,0.979771405784223,1,2
8,9.871,0.923386372183194,1,2
8,4.274,1.04016752113312,1,2
8,5.389,0.970179927465719,1,2
8,5.236,1.20131686315029,1,2
8,13.587,0.984284420926923,1,2
8,8.517,1.06163506692361,1,2
8,10.339,1.10040683762678,1,2
8,7.541,0.902887043287115,1,2
8,3.024,1.31242131292142,1,2
9,11.253,2.38019002331296,1,2
9,10.414,2.35524666794631,1,2
9,12.249,2.18287730737416,1,2
9,8.32,2.26282468360877,1,2
9,11.787,2.263572415485,1,2
9,14.667,2.58903754377304,1,2
9,13.058,2.2675720110472,1,2
9,8.802,2.25795211588111,1,2
9,11.468,2.34207781717812,1,2
9,8.524,2.33598779668364,1,2
9,10.456,2.29539681926651,1,2
9,7.187,2.06042577257236,1,2
9,13.301,2.07385042364036,1,2
9,13.518,2.12157893068263,1,2
9,9.689,2.13675068023764,1,2
9,9.873,2.29779143707466,1,2
9,11.42,2.23275023849682,1,2
9,8.127,2.31247530124642,1,2
9,14.488,2.57032048218784,1,2
9,7.734,2.02243580140836,1,2
9,11.866,2.04828767433726,1,2
9,3.334,2.24717041391933,1,2
9,9.887,2.6360790948316,1,2
9,9.484,2.23856056559014,1,2
9,4.619,2.67622785565744,1,2
9,7.77,2.01940078993796,1,2
9,6.487,1.99677715360596,1,2
9,7.982,2.37481350516863,1,2
9,8.056,2.28775969889981,1,2
9,7.699,2.28073125128415,1,2
9,16.688,2.10894491411262,1,2
9,9.653,2.0336838827203,1,2
9,5.237,2.17578042152311,1,2
9,14.179,2.12064307760337,1,2
10,18.804,1.97129620608784,1,2
10,18.785,1.97660109361768,1,2
10,16.152,1.95432056599236,1,2
10,19.184,1.95166812222744,1,2
10,12.04,1.8938448481522,1,2
10,12.64,1.9792535373826,1,2
10,14.035,1.77660683374278,1,2
10,15.719,1.85299721417245,1,2
10,14.503,1.94530225719163,1,2
10,13.922,1.84716183788963,1,2
10,16.536,1.91188146575365,1,2
10,18.437,1.86891187676197,1,2
10,12.107,2.01267432882058,1,2
10,10.175,2.09496143457253,1,2
10,17.77,1.99483283351908,1,2
10,7.36,2.27515492440188,1,2
10,15.788,2.14211358454863,1,2
10,9.022,1.87977833992792,1,2
10,9.056,1.78159342802083,1,2
10,19.106,1.95331415304384,1,2
10,17.588,1.88111311808059,1,2
10,9.472,1.85165304342241,1,2
10,7.574,2.01590193407557,1,2
10,9.308,1.8065345607765,1,2
10,10.125,1.88601105533417,1,2
10,5.575,1.95397333699041,1,2
10,6.739,1.82330344628107,1,2
10,11.277,1.8701831663771,1,2
10,13.608,1.89013142688132,1,2
10,14.54,1.89596680316414,1,2
10,11.773,1.90541515314332,1,2
10,8.591,1.84449110140909,1,2
10,10.291,1.82986083135898,1,2
11,9.054,2.25371013255963,1,2
11,11.491,2.31664142400486,1,2
11,8.109,2.34926028935437,1,2
11,11.018,2.28882073473594,1,2
11,9.029,2.32496257852916,1,2
11,7.941,2.36007152741428,1,2
11,9.906,2.38204740021039,1,2
11,6.355,2.42687700040573,1,2
11,4.541,2.33361406459982,1,2
11,4.264,2.34392520951242,1,2
11,4.481,2.44888886367577,1,2
11,5.143,2.44714974423731,1,2
11,4.332,2.42404032513914,1,2
11,6.76,2.40373603965268,1,2
11,6.094,2.58620973453609,1,2
11,7.65,2.56612057424332,1,2
11,5.196,2.33997216104399,1,2
11,4.827,2.55711078809188,1,2
11,6.441,2.35299715313697,1,2
11,5.415,2.45461056662828,1,2
11,4.573,2.45075717484393,1,2
11,5.757,2.28956783715299,1,2
11,3.565,2.46719831312381,1,2
11,6.392,2.22683229670917,1,2
11,3.714,2.07398108926346,1,2
11,4.125,2.16619901230763,1,2
11,6.693,2.52723218102557,1,2
11,9.988,2.37897091111318,1,2
11,13.321,2.24820279800593,1,2
11,8.007,2.42556192086937,1,2
11,12.088,2.35082029661079,1,2
11,4.547,2.27812522290524,1,2
11,5.699,2.44437914706295,1,2
11,6.208,2.41970337046421,1,2
11,4.257,2.38113037156817,1,2
11,4.298,2.29096986218639,1,2
11,4.761,2.30452589687389,1,2
11,4.824,2.44112369538307,1,2
12,10.034,1.8953940571241,1,2
12,9.568,1.77838556742236,1,2
12,10.702,1.77676273510554,1,2
12,6.932,1.78326683728666,1,2
12,6.277,1.73780023286989,1,2
12,4.716,1.79076782824217,1,2
12,4.317,2.05749681579448,1,2
12,4.206,1.96955930551755,1,2
12,4.435,1.81427581669377,1,2
12,5.22,1.80768803231943,1,2
12,3.749,2.26342402082654,1,2
12,3.821,1.78976925882122,1,2
12,3.253,1.57404127984277,1,2
12,3.601,2.2134955497789,1,2
12,3.57,1.88884953581132,1,2
12,5.22,1.80529247436513,1,2
12,6.116,1.82828983072646,1,2
12,7.572,1.77878499519074,1,2
12,8.505,1.81377693593533,1,2
12,7.803,1.97932652250499,1,2
12,4.289,1.74898860189426,1,2
12,3.418,2.09755054479048,1,2
12,3.438,1.53890642984628,1,2
12,6.481,1.93944371980627,1,2
12,5.005,1.96339929934933,1,2
12,3.217,2.13444213728679,1,2
12,4.69,2.12029573715663,1,2
12,3.882,2.07436154379279,1,2
12,5.252,2.13587947205938,1,2
12,4.552,2.57630910605844,1,2
12,4.47,2.15791860523899,1,2
12,4.288,2.47737038871805,1,2
12,4.853,2.08905017785584,1,2
12,2.917,2.46646646975363,1,2
12,4.633,1.85512007981469,1,2
12,6.606,2.05443050161297,1,2
12,4.069,1.7859746950216,1,2
13,15.024,3.26584217105448,1,2
13,17.232,3.13551950070186,1,2
13,8.908,2.7236065852042,1,2
13,19.87,3.52450932209876,1,2
13,9.004,3.24047796191042,1,2
13,10.007,3.63292878034138,1,2
13,14.49,3.47105687391016,1,2
13,4.758,3.57762064027928,1,2
13,3.992,4.32378185116625,1,2
14,14.003,3.18747553306058,1,2
14,14.375,3.2520380532351,1,2
14,12.96,3.50335190772261,1,2
14,11.993,3.29574046089709,1,2
14,10.191,3.58525266706234,1,2
14,11.223,3.16399040121405,1,2
14,8.904,3.37084315858549,1,2
14,18.954,3.29671582060733,1,2
14,19.02,3.44129855412509,1,2
14,16.307,3.28436722978046,1,2
14,18.29,3.2348501475579,1,2
15,10.351,2.78061713421918,1,2
15,7.644,2.66645049680246,1,2
15,8.973,2.49477987671989,1,2
15,7.621,2.94627750914204,1,2
15,8.8,2.79705345532797,1,2
15,6.157,2.86478526779695,1,2
15,6.108,3.02461783597472,1,2
15,6.091,2.89085095379402,1,2
15,7.043,2.87939771094064,1,2
15,6.125,2.57377389973606,1,2
15,5.641,2.99736902664161,1,2
15,7.555,2.84305471694466,1,2
15,13.305,2.90095016284755,1,2
15,10.505,2.64426987236679,1,2
15,6.223,2.69763212397745,1,2
15,6.258,2.65142762119523,1,2
15,4.975,2.80599366806957,1,2
15,9.874,2.74193743991601,1,2
15,5.691,2.64125527708137,1,2
15,4.221,2.6275637571209,1,2
15,4.358,3.04835066991001,1,2
15,6.326,3.22269571920383,1,2
15,6.608,2.99880317450125,1,2
15,5.143,2.78633569478522,1,2
15,7.141,2.93911295151567,1,2
15,6.876,2.62194098694105,1,2
15,6.19,2.57741678868434,1,2
15,4.457,2.9874603687023,1,2
15,4.158,2.37367405746164,1,2
15,5.46,2.7022592802793,1,2
15,9.521,2.7452158656487,1,2
15,6.489,2.69203305356654,1,2
15,7.841,2.60087104593745,1,2
15,5.575,2.66047465670504,1,2
15,4.093,2.81710767259184,1,2
15,4.243,2.77374086728716,1,2
15,6.226,2.87555082021126,1,2
15,5.471,2.54493596601647,1,2
15,4.305,2.98646950290837,1,2
16,4.806,4.23416659982282,1,2
16,3.159,4.51644437314434,1,2
16,5.897,4.95351963506153,1,2
16,2.924,4.04598141760847,1,2
16,4.576,4.87130785960568,1,2
16,3.156,4.3013755934708,1,2
16,3.789,5.02157302014074,1,2
17,4.036,2.75259907237817,1,2
17,3.459,3.28002015337931,1,2
17,4.457,2.74804932184532,1,2
17,4.959,2.50469057241346,1,2
17,3.207,2.42729190927894,1,2
17,5.254,2.93746750729485,1,2
17,4.425,3.14046530530419,1,2
17,5.076,2.49124118065742,1,2
17,4.375,2.58954188392645,1,2
17,5.978,2.49759638775093,1,2
17,4.689,2.48342599355593,1,2
17,3.758,2.59192104040203,1,2
17,5.973,2.56114845868607,1,2
17,5.678,5.01174976240339,1,2
17,4.943,2.85385747377221,1,2
17,5.705,2.91654697951042,1,2
17,3.946,2.95061212817771,1,2
17,5.04,3.31424049926746,1,2
17,6.373,2.98591796942226,1,2
17,8.789,2.76058981070899,1,2
17,5.389,2.59068147988534,1,2
17,5.458,2.61756591033698,1,2
17,5.642,2.64460236236142,1,2
17,4.44,2.79657999419579,1,2
17,6.042,2.87040261309813,1,2
17,8.393,2.74008725841282,1,2
17,4.525,3.2677914121281,1,2
17,6.757,2.89893978255524,1,2
17,4.123,2.52546152654557,1,2
17,8.244,2.94039106914259,1,2
17,7.624,3.0633091191845,1,2
17,8.187,2.89245074997224,1,2
17,5.857,2.46462223947065,1,2
17,7.371,3.12162883812558,1,2
17,3.255,2.29105215721173,1,2
17,7.374,2.94563848784366,1,2
17,3.224,5.07979646993427,1,2
17,5.84,3.12097969339093,1,2
17,5.258,2.60245730479391,1,2
18,7.934,2.78094000150813,1,2
18,11.163,4.3912743688011,1,2
18,9.24,5.42444077153833,1,2
18,5.042,3.63761319240964,1,2
18,5.243,2.89206156725979,1,2
18,7.754,8.22714723971609,1,2
18,7.49,5.3411549936878,1,2
18,3.86,2.51663443311606,1,2
18,9.352,2.95789125073091,1,2
18,5.808,2.81005619113645,1,2
18,5.241,2.80138636960643,1,2
18,4.624,2.89060334039695,1,2
18,3.997,3.32256990699559,1,2
18,5.162,2.78277409219337,1,2
18,4.162,2.78017579705594,1,2
18,6.091,2.94788393774495,1,2
18,5.708,2.96743223971939,1,2
18,6.213,4.29177220348162,1,2
18,6.275,2.61975931465775,1,2
18,4.717,3.28000573007313,1,2
18,6.195,2.68579654721086,1,2
18,5.026,3.40671923815117,1,2
18,5.76,2.87750176745818,1,2
18,5.474,2.70026596547066,1,2
18,4.499,3.02886976021047,1,2
18,6.258,3.08067427816804,1,2
18,4.917,2.23267789309632,1,2
18,6.078,2.38523493616575,1,2
18,4.71,2.81231260533475,1,2
18,4.543,8.95298267356332,1,2
18,7.719,2.54606410252987,1,2
18,8.195,3.02917908106017,1,2
18,4.607,3.33054194889454,1,2
18,6.604,3.22462101793306,1,2
18,7.56,2.81600491947742,1,2
19,18.319,2.84318911794961,1,2
19,15.057,3.19261467131106,1,2
19,13.811,3.13437707908415,1,2
19,16.568,3.2613051647069,1,2
19,16.868,3.16125596780426,1,2
19,17.992,2.95718395297351,1,2
19,12.105,3.17021559737764,1,2
19,12.923,2.92382578410994,1,2
19,6.342,2.56573504909537,1,2
19,16.603,3.18365504173769,1,2
19,11.655,2.76314301117735,1,2
19,8.258,2.66191416609205,1,2
19,8.426,3.27997105965143,1,2
19,9.891,3.4113053480808,1,2
19,10.708,3.52669166093079,1,2
19,15.773,3.42407176862314,1,2
19,7.512,3.3789876751316,1,2
19,7.558,3.21616120657582,1,2
19,6.98,3.13162442180559,1,2
19,9.557,3.38669573364978,1,2
19,6.625,3.11276393756944,1,2
19,10.275,3.32849236455017,1,2
19,6.496,2.95183471619967,1,2
19,7.325,3.35209607771706,1,2
19,10.111,3.41382342520702,1,2
19,11.771,3.62102511554838,1,2
19,9.861,3.49785633036979,1,2
19,8.886,3.12683667458094,1,2
19,8.593,3.38241464031936,1,2
19,6.427,3.030013986461,1,2
19,8.044,3.18985567426783,1,2
19,4.861,3.03578473251865,1,2
19,7.226,3.10356138343029,1,2
19,8.676,3.36524707816207,1,2
19,5.738,3.3539909878797,1,2
19,7.027,3.26770490011645,1,2
20,10.57,6.08374277479682,1,2
20,6.332,5.78961733045667,1,2
20,5.84,6.03824190290885,1,2
20,8.885,5.77522156177356,1,2
20,7.684,6.01603323321722,1,2
20,4.275,6.3238018331311,1,2
20,9.822,6.31174271445617,1,2
20,8.375,6.41403241521642,1,2
20,6.756,5.95020693964706,1,2
20,7.936,5.90527947911897,1,2
20,7.877,5.61068001523193,1,2
20,3.311,6.78108361328428,1,2
20,5.491,6.2257210012417,1,2
20,7.554,5.90475380608199,1,2
20,4.843,5.93238048843375,1,2
20,6.974,6.03594741113935,1,2
20,5.577,5.75943507914457,1,2
20,5.059,5.58899953520562,1,2
20,6.437,6.20289944331926,1,2
20,4.971,6.15990999700024,1,2
20,6.007,6.24565874411758,1,2
20,5.059,5.23526538740779,1,2
20,4.512,5.24358854382656,1,2
20,3.175,8.23189895375221,1,2
20,3.611,4.8351036327115,1,2
20,3.589,6.47333490470017,1,2
20,5.392,5.27886517771776,1,2
20,6.242,5.68896788132239,1,2
20,5.644,5.48474104953889,1,2
20,5.64,5.81427233459265,1,2
20,3.826,6.28762447710632,1,2
20,4.772,5.77947176863521,1,2
20,4.029,6.14170914113972,1,2
20,4.122,4.84887885673632,1,2
20,5.024,5.50619358697113,1,2
20,7.159,5.18891401631704,1,2
20,6.026,6.2030599073984,1,2
20,6.059,6.0292624976186,1,2
1,2.936,0.911399468074527,1,4
1,3.037,0.856163136676071,1,4
1,3.579,0.835909815163303,1,4
1,3.891,0.984210995827037,1,4
1,3.119,0.791720750044538,1,4
1,3.076,0.828544970976843,1,4
1,3.76,0.912853055742907,1,4
1,2.989,0.662835976781474,1,4
2,3.862,2.20635008925432,1,4
2,3.659,2.13536613953746,1,4
2,3.524,1.91778490236186,1,4
2,3.93,2.14559952359275,1,4
2,2.859,1.9716319946528,1,4
2,3.794,2.0644146767541,1,4
2,3.258,2.01029144552834,1,4
2,4.396,1.98612928873113,1,4
2,3.355,2.06125163077338,1,4
2,4.308,2.00642550044079,1,4
2,3.775,1.99604848994261,1,4
2,3.677,2.01597665889239,1,4
2,3.192,2.11660493543609,1,4
2,2.874,2.26157787621938,1,4
2,3.806,1.05250355008671,1,4
2,3.728,0.924605200106785,1,4
2,3.425,0.980983565966955,1,4
2,3.927,0.890924617904606,1,4
2,4.175,1.04595292091058,1,4
2,3.229,0.920578173973916,1,4
2,2.93,1.07279976179637,1,4
2,3.361,1.24413141908572,1,4
2,2.845,1.15978352626635,1,4
2,3.144,0.869837644699763,1,4
2,3.629,0.815472791906028,1,4
2,2.975,0.715199841197583,1,4
2,3.158,0.927826821013081,1,4
3,4.055,0.928346767560753,1,4
3,3.473,0.960584935140089,1,4
3,3.105,1.22845536827265,1,4
3,3.354,1.04663289828789,1,4
3,4.52,1.13588824037656,1,4
3,3.62,1.27921798679631,1,4
3,5.233,1.08632003640639,1,4
3,2.908,1.24876041568212,1,4
3,2.949,1.07616751270166,1,4
3,3.568,1.01525237047326,1,4
3,4.325,0.934032180835403,1,4
3,5.356,1.10483346198561,1,4
3,3.922,1.38997279084794,1,4
3,3.102,1.10662508381586,1,4
3,6.457,1.13819526026756,1,4
3,3.487,1.04961475839698,1,4
3,3.587,1.25485192990495,1,4
3,3.689,1.38074322384364,1,4
3,3.023,1.5228785557099,1,4
3,4.056,1.03555741788273,1,4
3,6.702,1.35887624971037,1,4
4,14.188,1.32107042874052,1,4
4,16.417,1.24391991570207,1,4
4,7.336,1.17109077082164,1,4
4,4.354,1.28177355525592,1,4
4,17.752,1.14351856311779,1,4
4,8.653,1.29031621025811,1,4
4,10.797,1.22591812932643,1,4
4,9.55,1.2027808039804,1,4
4,10.317,1.18232632803247,1,4
4,4.919,1.17757282305866,1,4
4,11.535,1.1753376326321,1,4
4,5.672,1.20202266921584,1,4
4,5.773,1.19533437862337,1,4
4,6.721,1.11192126835038,1,4
4,5.375,1.15533048695123,1,4
4,4.667,1.18253655675367,1,4
4,4.835,1.21862582055978,1,4
4,6.584,1.20652598971735,1,4
4,10.27,1.19417673762552,1,4
4,7.666,1.13602977349837,1,4
4,6.088,1.06205932806561,1,4
4,6.273,1.19777052205807,1,4
4,5.705,1.11983040370589,1,4
4,6.089,1.07103447731686,1,4
4,4.525,1.18583426218427,1,4
4,8.251,1.1435767386963,1,4
4,8.82,1.1905369275327,1,4
4,5.606,1.10773642693362,1,4
4,7.052,1.2071869048474,1,4
4,5.605,1.06953861910832,1,4
4,4.936,1.08651542258623,1,4
4,5.751,1.15688152636986,1,4
4,3.771,1.0541863901259,1,4
4,7.42,1.19283852579077,1,4
4,10.521,1.25474011159461,1,4
4,9.769,1.1355249782118,1,4
4,14.9,1.30662672538629,1,4
4,4.253,1.23158992503382,1,4
4,8.049,1.10997427830116,1,4
4,7.306,1.07530044331901,1,4
5,3.289,0.935794283931455,1,4
5,3.449,0.764684358118011,1,4
5,4.718,0.788440999360712,1,4
5,4.439,0.845666555765925,1,4
5,5.912,0.824500469464506,1,4
5,6.055,0.828408054627845,1,4
5,3.454,0.971786371774972,1,4
5,3.803,0.949217562594406,1,4
5,4.367,0.917484189534065,1,4
5,4.257,0.897442059180166,1,4
5,3.624,1.00962231657769,1,4
5,3.768,0.868375109894978,1,4
5,4.875,0.779579124578643,1,4
5,4.826,0.918152260545862,1,4
5,5.224,0.870191794225302,1,4
5,9.49,0.93731514801642,1,4
5,4.967,0.823591728728846,1,4
5,8.225,0.925365926190093,1,4
5,5.907,0.861811605217678,1,4
5,7.631,0.886203965415834,1,4
5,5.101,0.834005406348304,1,4
5,5.2,0.803958511348899,1,4
5,5.852,0.705052210427797,1,4
5,5.101,0.858422839215811,1,4
5,5.89,0.927998093982012,1,4
5,6.635,0.853511329010507,1,4
5,5.473,0.733323482319932,1,4
5,9.201,0.85377952638639,1,4
5,6.336,0.80473925306705,1,4
5,8.552,0.896778270674855,1,4
5,7.515,0.960653918770242,1,4
5,10.036,0.770793208723277,1,4
5,6.623,0.792345514936335,1,4
5,4.156,0.802839904793653,1,4
5,5.837,0.816902387202459,1,4
5,6.985,0.914234114341541,1,4
5,6.223,0.886347308448543,1,4
5,7.205,0.8938558771255,1,4
5,4.338,0.752470649620293,1,4
6,3.324,1.00534480407558,1,4
6,3.108,1.0728499707761,1,4
6,3.904,1.09805482197921,1,4
6,3.401,1.15723142915174,1,4
6,3.076,1.22955839347373,1,4
6,4.885,1.17840029675818,1,4
6,3.719,1.47868460391612,1,4
6,3.336,1.25848917920252,1,4
6,3.439,1.30188535779571,1,4
6,3.873,1.39487716906684,1,4
6,2.874,1.3742123221177,1,4
6,4.432,1.29510470489053,1,4
6,2.853,2.31446285830349,1,4
6,5.007,1.18846352738169,1,4
6,3.174,1.07457204135519,1,4
6,3.271,1.18937674662818,1,4
6,2.99,1.0366864886151,1,4
6,3.087,1.14276603628735,1,4
7,4.488,1.3284797954864,1,4
7,3.927,1.44989999184806,1,4
7,3.958,1.47909052498871,1,4
7,3.058,1.53989378444552,1,4
7,2.841,1.02135812233631,1,4
7,2.915,1.21777314586253,1,4
7,3.087,1.57132018820972,1,4
7,3.413,1.30943349017476,1,4
7,3.052,1.50846738068133,1,4
7,2.941,1.04754679213981,1,4
7,2.841,1.0999241317468,1,4
7,2.889,1.41418816938874,1,4
7,3.944,1.45859504427293,1,4
7,3.481,1.71636512865984,1,4
7,3.368,1.32133743099453,1,4
7,3.239,1.19813164350991,1,4
7,3.001,1.41418816938874,1,4
7,2.878,1.72845220703069,1,4
7,2.868,1.17849014115729,1,4
7,3.089,1.55560698632762,1,4
7,2.954,1.0999241317468,1,4
7,2.907,1.17849014115729,1,4
7,2.89,1.06064112704156,1,4
8,10.715,0.998686990235942,1,4
8,6.396,0.813608626969803,1,4
8,7.735,0.925038171689931,1,4
8,3.507,0.90470766242202,1,4
