subject,RT,minnms,baselinenms,minretinalslip,baselineretinalslip,immobduration,immobmsamplitude,lastmstime,lastmsamplitude,contrast,eccentricity,mspresent,earlymspresent,latemspresent,blinkpresent,nblinks,session,trial
12,5.823,0,9,14.4,13.2083333333333,NaN,NaN,0.163,0.0967972803562577,1,4,1,0,1,1,1,3,21
12,4.892,0,7,15.5,14.6949152542373,NaN,NaN,0.05,0.247685641504526,1,4,1,1,1,1,1,3,41
12,4.789,1.42857142857143,8,14.2307692307692,14.8787878787879,0.68,0.0577459925581813,0.68,0.0577459925581813,1,4,1,1,1,0,0,3,45
13,7.876,0,2,20.3333333333333,20.1636363636364,2.038,0.0995339203824985,2.038,0.0995339203824985,1,4,1,0,1,1,2,1,12
13,8.924,0,5,22.4666666666667,24.5555555555556,4.507,0.126352637305633,4.507,0.126352637305633,1,4,1,0,1,1,2,1,25
13,8.21,0,2,16.6666666666667,20.5454545454545,2.558,0.212433171083348,2.558,0.212433171083348,1,4,1,0,1,1,3,1,38
13,9.29,0,2,19.7333333333333,21.6148648648649,2.488,0.524793931547358,2.488,0.524793931547358,1,4,1,0,1,1,1,1,44
13,6.894,0,2,19.4666666666667,19.9904761904762,2.021,0.160613575828645,2.021,0.160613575828645,1,4,1,0,1,1,1,1,48
14,14.454,0,19,19.1666666666667,18.281045751634,1.048,0.24052835783979,1.048,0.24052835783979,1,4,1,0,1,1,9,3,4
14,13.551,0,21,19.5,19.7397260273973,2.284,0.256433452616194,2.284,0.256433452616194,1,4,1,1,1,1,7,3,26
14,12.32,0,16,18.7142857142857,18.7596899224806,1.504,0.37940026232649,1.504,0.37940026232649,1,4,1,0,1,1,8,3,27
14,7.224,0,8,22.25,18.9253731343284,1.492,0.302128647742966,1.492,0.302128647742966,1,4,1,1,1,1,5,3,29
14,6.307,0,5,21.1,21.1525423728814,NaN,NaN,0.188,0.392837880878506,1,4,1,1,1,1,5,3,42
15,6.075,0,0,15.2,15.6960784313725,NaN,NaN,NaN,NaN,1,4,0,0,0,0,0,3,16
15,5.626,0,0,15.6428571428571,15.010752688172,NaN,NaN,0.159,0.653051829720332,1,4,0,0,0,0,0,3,17
15,6.159,0,3,13.7333333333333,14.9052631578947,3.609,0.203750714985175,3.609,0.203750714985175,1,4,1,0,1,0,0,3,24
15,6.156,0,1,15.6666666666667,14.9903846153846,5.48,0.121916889739582,5.48,0.121916889739582,1,4,1,0,1,0,0,3,30
16,6.458,1.42857142857143,8,14.2307692307692,16.0425531914894,0.711,0.104714589767916,0.711,0.104714589767916,1,4,1,0,1,0,0,2,3
16,4.243,1.42857142857143,4,16.5454545454545,16.5932203389831,NaN,NaN,0.27,0.252334974684792,1,4,1,1,1,0,0,2,17
16,4.458,0,2,16,15.4776119402985,2.117,0.106970569198473,2.117,0.106970569198473,1,4,1,0,1,0,0,2,28
16,3.906,1.42857142857143,3,14,15.4814814814815,NaN,NaN,0.105,0.0660453985569181,1,4,1,1,1,0,0,2,48
16,2.957,0,2,17.2,16.9210526315789,NaN,NaN,0.057,0.0676125441019771,1,4,1,1,1,0,0,2,50
17,12.07,1.42857142857143,18,19.25,16.7987012987013,NaN,NaN,0.104,0.153056118068111,1,4,1,0,1,1,3,1,29
17,3.66,0,0,14.4666666666667,15.1666666666667,NaN,NaN,NaN,NaN,1,4,0,0,0,0,0,1,44
17,5.088,0,1,16.0666666666667,15.0243902439024,4.668,0.0726353586725821,4.668,0.0726353586725821,1,4,1,1,0,0,0,1,50
18,9.226,0,3,16.6,16.3933333333333,6.203,0.0670244447212237,6.203,0.0670244447212237,1,4,1,0,1,1,1,2,6
18,9.47,4.28571428571429,15,28.7777777777778,20.8082191780822,0.321,0.105033142076745,0.321,0.105033142076745,1,4,1,1,1,0,0,2,11
18,6.794,0,10,30.2666666666667,21.8541666666667,1.159,0.127623890546897,1.159,0.127623890546897,1,4,1,0,1,0,0,2,14
18,11.44,0,16,13.2666666666667,18.0242424242424,1.238,0.130393153942453,1.238,0.130393153942453,1,4,1,1,1,1,1,2,44
18,6.974,1.42857142857143,8,17.4166666666667,17.7692307692308,0.51,0.244321124345167,0.51,0.244321124345167,1,4,1,0,1,0,0,2,50
19,11.308,0,9,11.4666666666667,11.6031746031746,1.126,0.548924052374407,1.126,0.548924052374407,1,4,1,1,1,0,0,3,17
19,7.355,0,0,10.9333333333333,12.9453125,NaN,NaN,NaN,NaN,1,4,0,0,0,0,0,3,33
19,7.306,0,4,11,10.827868852459,1.324,0.883829088125545,1.324,0.883829088125545,1,4,1,1,1,0,0,3,34
19,12.835,0,12,14.2666666666667,12.7761904761905,1.559,0.617919505492214,1.559,0.617919505492214,1,4,1,0,1,0,0,3,37
19,12.771,0,4,16.5333333333333,12.9039301310044,3.095,1.03708335204721,3.095,1.03708335204721,1,4,1,1,1,0,0,3,50
20,12.152,1.42857142857143,15,19,20.2448979591837,0.488,0.230688055881219,0.488,0.230688055881219,1,4,1,1,1,0,0,3,5
20,16.686,0,22,24.4666666666667,23.0404411764706,1.265,0.109256263465116,1.265,0.109256263465116,1,4,1,1,1,0,0,3,26
20,7.274,1.42857142857143,4,25.7692307692308,25.2909090909091,0.873,0.297416160155563,0.873,0.297416160155563,1,4,1,0,1,1,1,3,30
20,14.171,0,21,21.3333333333333,21.6563876651982,1.254,0.319833633867164,1.254,0.319833633867164,1,4,1,1,1,0,0,3,39
