subject,RT,minnms,baselinenms,minretinalslip,baselineretinalslip,immobduration,immobmsamplitude,lastmstime,lastmsamplitude,contrast,eccentricity,mspresent,earlymspresent,latemspresent,blinkpresent,nblinks,session,trial
21,7.47,0,7,25.0666666666667,27.2016806722689,2.064,0.254045530199477,2.064,0.254045530199477,1,4,1,0,1,0,0,2,33
21,8.292,4.28571428571429,18,21,20.495652173913,NaN,NaN,0.219,0.11905524193286,1,4,1,0,1,0,0,2,36
21,5.341,2.85714285714286,10,29.0909090909091,27.7428571428571,0.531,0.193657659175281,0.531,0.193657659175281,1,4,1,1,1,0,0,2,50
1,5.927,0,1,15,14.8453608247423,3.306,0.0812115900523046,3.306,0.0812115900523046,1,6,1,0,1,0,0,2,7
1,4.55,0,3,14.0666666666667,15.6031746031746,1.943,0.58019325769441,1.943,0.58019325769441,1,6,1,0,1,0,0,2,10
1,5.089,0,2,16.9333333333333,16.0512820512821,2.663,0.066845837556963,2.663,0.066845837556963,1,6,1,0,1,0,0,2,15
1,4.376,0,2,17,16.265625,1.973,0.0503696518616538,1.973,0.0503696518616538,1,6,1,0,1,0,0,2,36
1,3.506,0,0,15.9230769230769,15.04,NaN,NaN,0.266,0.154534983115799,1,6,0,0,0,0,0,2,38
2,7.217,0,6,10.6666666666667,10.9375,4.131,0.256682519619573,4.131,0.256682519619573,1,6,1,1,1,0,0,3,5
2,6.058,1.42857142857143,15,10.9090909090909,13.8550724637681,NaN,NaN,0.205,0.577665412702336,1,6,1,1,1,0,0,3,28
2,9.508,1.42857142857143,24,11,12.0504201680672,0.889,0.594616309044394,0.889,0.594616309044394,1,6,1,1,1,0,0,3,33
